DATE,YEAR,TYPE,COUNTRY,AREA,LOCATION,ACTIVITY,INJURY,FATAL (Y/N),SPECIES ,MONTH,ACTIVITY_TYPE,SPECIES
-May-2017,2017.0,Provoked,AUSTRALIA,Queensland,Weipa,attempting to lasso a shark,Thigh nipped PROVOKED INCIDENT,N,9' shark,May,attempting to lasso a shark,9' shark
5-May-2017,2017.0,Unprovoked,MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",snorkeling,FATAL,Y,,May,snorkeling,unknown
3-May-2017,2017.0,Invalid,USA,California,"Sunset Beach, Orange County",surfing,"Laceration to thigh, likely caused by surfboard fin",UNKNOWN,Shark involvement highly doubtful,May,Surfing,shark involvement highly doubtful
29-Apr-2017,2017.0,Unprovoked,USA,California,"San Onofre, San Diego County ",swimming,Major injury to posterior thigh,N,,Apr,Swiming,unknown
29-Apr-2017,2017.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",surfing,Minor injury to right calf,N,,Apr,Surfing,unknown
29-Apr-2017,2017.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",surfing,Left foot bitten,N,,Apr,Surfing,unknown
29-Apr-2017,2017.0,Unprovoked,REUNION,Saint-Leu,Pointe au Sal,body boarding,FATAL,Y,,Apr,body boarding,unknown
27-Apr-2017,2017.0,Unprovoked,NEW ZEALAND,South Island,"Porpoise Bay, Catlins",body boarding,Puncture wounds & laceration above knee,N,,Apr,body boarding,unknown
26-Apr-2017,2017.0,Invalid,USA,Florida,,photo shoot,Alleged laceration to left ankle,UNKNOWN,No shark invovlement - it ws a publicity stunt,Apr,photo shoot,no shark invovlement - it ws a publicity stunt
22-Apr-2017,2017.0,Unprovoked,"ST HELENA, BRITISH OVERSEAS TERRITORY",Ascension Island,English Bay,snorkeling,Calf & foot bitten,N,,Apr,snorkeling,unknown
20-Apr-2017,2017.0,Invalid,USA,South Carolina,Georgetown County,swimming,Laceration & puncture wounds to left foot,UNKNOWN,Shark involvement not confirmed,Apr,Swiming,shark involvement not confirmed
7-Apr-2017,2017.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",,Minor bite to the foot,N,,Apr,Fishing,unknown
7-Apr-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Kelpies near Wylie Bay,surfing,FATAL,Y,White shark,Apr,Surfing,white shark
4-Apr-2017,2017.0,Unprovoked,USA,Hawaii,"Kekaha Beach, Kauai",surfing,Lower right leg severely injured,N,"Tiger shark, 12'",Apr,Surfing,tiger shark
3-Apr-2017,2017.0,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",surfing,Lacerations to right foot,N,,Apr,Surfing,unknown
2-Apr-2017,2017.0,Unprovoked,USA,Florida,St. Augustine,surfing,Lacerations to right foot,N,,Apr,Surfing,unknown
2-Apr-2017,2017.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Protea Banks,scuba diving,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",UNKNOWN,Shark involvement prior to death not confirmed,Apr,Diving,shark involvement prior to death not confirmed
-Apr-2017,2017.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",surfing,Calf bitten,N,,Apr,Surfing,unknown
-Apr-2017,2017.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",paddle boarding,Laceration to calf,N,,Apr,paddle boarding,unknown
-Apr-2017,2017.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",swimming,Minor injury to left hand,N,,Apr,Swiming,unknown
-Apr-2017,2017.0,Unprovoked,USA,Florida,"Daytona, Volusia County",swimming,Foot injured,N,,Apr,Swiming,unknown
5-Apr-2017,2017.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",swimming,"Thigh nipped, minor injury",N,,Apr,Swiming,unknown
2-Apr-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,kakaying,"No injury, shark bit off stern of kayak",N,,Apr,kakaying,unknown
2-Apr-2017,2017.0,Unprovoked,USA,Florida,"Destin, Okaloosa County",swimming,Lacerations to thighs,N,"Bull shark, 5' to 7'",Apr,Swiming,bull shark
27-Mar-2017,2017.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Minor injury to left foot,N,,Mar,Surfing,unknown
9-Mar-2017,2017.0,Unprovoked,AUSTRALIA,New South Wales,The Farm,body boarding,Minor,N,,Mar,body boarding,unknown
8-Mar-2017,2017.0,Boating,USA,California,Monterey Bay,kayaking,"No injury, kayak bitten",N,White shark,Mar,kayaking,white shark
-Mar-2017,2017.0,Unprovoked,PHILIPPINES,Luzon Island,"Villamar, Caoayan",spearfishing,Right thigh injured ,N,10' shark,Mar,Fishing,10' shark
9-Mar-2017,2017.0,Unprovoked,BAHAMAS,Great Exuma,,washing hands,Abrasions & lacerations to left leg and hand,N,Lemon shark,Mar,washing hands,lemon shark
25-Feb-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Mauds Point,snorkeling,Hand bitten,N,"Bull shark, 1.5",Feb,snorkeling,bull shark
24-Feb-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",surfing,"No injury, shark struck board",N,,Feb,Surfing,unknown
21-Feb-2017,2017.0,Unprovoked,REUNION,Saint-Andre,,body boarding,Fatal,Y,,Feb,body boarding,unknown
7-Feb-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Eva Rock,spearfishing,Left leg severely bitten,N,,Feb,Fishing,unknown
-Feb-2017,2017.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",swimming,Injury to hand,N,,Feb,Swiming,unknown
-Feb-2017,2017.0,Provoked,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,grabbing shark for a selfie,"Minor injury to finger, PROVOKED INCIDENT",N,Lemon shark pup,Feb,grabbing shark for a selfie,lemon shark
-Feb-2017,2017.0,Boating,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,kayak fishing,"Shark damaged kayak, no injury to occupant",N,Tiger shark,Feb,Fishing,tiger shark
-Feb-2017,2017.0,Boating,USA,South Carolina,16 miles off Hilton Head,tagging sharks,"Shark bit boat, no injury to occupants",N,"White shark, female, 14'",Feb,tagging sharks,white shark
-Feb-2017,2017.0,Unprovoked,BAHAMAS,Bimini,,scuba diving,Lacerations to upper right arm,N,Caribbean reef shark,Feb,Diving,caribbean reef shark
24-Jan-2017,2017.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",swimming,Minor laceration to ring finger,N,,Jan,Swiming,unknown
22-Jan-2017,2017.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",,Puncture wounds to lower arm or hand,N,,Jan,Fishing,unknown
21-Jan-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",scuba diving,"Multiple injuries to arm, wrist and torso",N,"Bull shark, 4 m",Jan,Diving,bull shark
3-Jan-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Clairview,swimming,Injury to hand,N,,Jan,Swiming,unknown
3-Jan-2017,2017.0,Unprovoked,USA,Florida,Jensen Beach,,Minor injury to hand,N,,Jan,Fishing,unknown
9-Jan-2017,2017.0,Unprovoked,INDONESIA,Bali,Balian Beach,surfing,Injury to right wrist & forearm,N,"Bull shark, 1 m",Jan,Surfing,bull shark
5-Jan-2017,2017.0,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",wading,Minor injuries to foot,N,,Jan,wading,unknown
3-Jan-2017,2017.0,Invalid,AUSTRALIA,New South Wales,Merimbula,wading,Minor injuries to foot & toes,UNKNOWN,Shark involvement not confirmed,Jan,wading,shark involvement not confirmed
27-Dec-2,2016.0,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",surfing,Lacerations to right forearm,N,,Dec,Surfing,unknown
24-Dec-2,2016.0,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",snorkeling,Buttock bitten,N,a small shark,Dec,snorkeling,a small shark
9-Dec-2,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",surf skiing ,"No injury, but ski severely damaged",N,"White shark, 4 m",Dec,Surfing,white shark
4-Dec-2,2016.0,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,free diving,Punctures to left foot/ankle,N,,Dec,Diving,unknown
-Dec-2,2016.0,Unprovoked,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,fishing,Hand injured?,N,,Dec,Fishing,unknown
-Dec-2,2016.0,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Cuts to right ankle & foot,UNKNOWN,Shark involvement not confirmed,Dec,Surfing,shark involvement not confirmed
-Dec-2,2016.0,Provoked,AUSTRALIA,New South Wales,Merimbula,surf fishing,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,N,"Wobbegong shark, 2m",Dec,Fishing,"wobbegong shark, 2m"
-Dec-2,2016.0,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,surfing,Injuries to foot & arm,N,White shark,Dec,Surfing,white shark
28-Nov-2,2016.0,Provoked,AUSTRALIA,Victoria,Queenscliff,fishing,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,N,"Broadnose sevengill shark, 1.5 m",Nov,Fishing,"broadnose sevengill shark, 1.5 m"
4-Nov-2,2016.0,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",floating,Injuries to right calf and thigh,N,Tiger shark,Nov,floating,tiger shark
30-Oct-2,2016.0,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",surfing,Lacerations to right foot and ankle,N,,Oct,Surfing,unknown
29-Oct-2,2016.0,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,surfing,Lacerations to right hand,N,,Oct,Surfing,unknown
24-Oct-2,2016.0,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,surfing,Lacerations to left thigh,N,,Oct,Surfing,unknown
21-Oct-2,2016.0,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",surfing,Left arm and leg injured,N, 6' to 8' shark,Oct,Surfing, 6' to 8' shark
5-Oct-2,2016.0,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra",surfing,Torso nipped,N,,Oct,Surfing,unknown
4-Oct-2,2016.0,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",snorkeling,Injuries to left calf,N,,Oct,snorkeling,unknown
3-Oct-2,2016.0,Invalid,MEXICO,,Guadalupe Island,cage diving,"Shark breached cage, no injury to diver",UNKNOWN,White shark,Oct,Diving,white shark
2-Oct-2,2016.0,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",surfing,Minor wound to lower right leg & surfboard bitten,N,,Oct,Surfing,unknown
-Oct-2,2016.0,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",surfing,Wounds to upper thigh and lower leg,N,,Oct,Surfing,unknown
2-Oct-2,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Cuts to dorsal surface of left foot,N,,Oct,Surfing,unknown
-Oct-2,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfng,Minor injuries,N,,Oct,Surfing,unknown
26-Sep-2,2016.0,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",surfing,4 deep lacerations to thigh,N,"White shark, 3.5 m",Sep,Surfing,white shark
8-Sep-2,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Minor injury to thigh,N,,Sep,Surfing,unknown
8-Sep-2,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Lacerations to hands,N,,Sep,Surfing,unknown
8-Sep-2,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Lacerations to lower leg,N,,Sep,Surfing,unknown
7-Sep-2,2016.0,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",surfing,"No injury, board bitten",N,,Sep,Surfing,unknown
7-Sep-2,2016.0,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,surfing,Struck by fin on chest & leg,N,,Sep,Surfing,unknown
-Sep-2,2016.0,Unprovoked,AUSTRALIA,Victoria,Bells Beach,surfing,No injury: Knocked off board by shark,N,2 m shark,Sep,Surfing,2 m shark
5-Sep-2,2016.0,Boating,AUSTRALIA,Western Australia,Bunbury,fishing,Shark rammed boat. No injury to occupant,N,,Sep,Fishing,unknown
-Sep-2,2016.0,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",wading,Minor injury to arm,N,3' to 4' shark,Sep,wading,3' to 4' shark
7-Sep-2,2016.0,Unprovoked,USA,Hawaii,"Makaha, Oahu",swimming,Severe lacerations to shoulder & forearm,N,"Tiger shark, 10'",Sep,Swiming,tiger shark
-Sep-2,2016.0,Unprovoked,NEW CALEDONIA,North Province,Koumac,kite surfing,FATAL,Y,,Sep,Surfing,unknown
5-Sep-2,2016.0,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",boogie boarding,Lacerations & punctures to lower right leg,N,,Sep,boogie boarding,unknown
5-Sep-2,2016.0,Unprovoked,AUSTRALIA,Western Australia,Injidup ,surfing,"No inury, board broken in half by shark",N,,Sep,Surfing,unknown
4-Sep-2,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",body boarding,Foot bitten,N,,Sep,body boarding,unknown
-Sep-2,2016.0,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",spearfishing,Two toes broken & lacerated,N,"White shark, 8' to 10'",Sep,Fishing,white shark
Sep-2,2016.0,Invalid,MEXICO,,Guadalupe Island,cage diving,"No injury to divers, white shark breached cage",UNKNOWN,Invalid,Sep,Diving,invalid
29-Aug-2,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Lacerations to right foot,N,"Bull shark, 6'",Aug,Surfing,bull shark
29-Aug-2,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Minor injury to ankle,N,,Aug,Surfing,unknown
27-Aug-2,2016.0,Unprovoked,REUNION,,Boucan Canot,surfing,"Right arm severed, ankle severely bitten ",N,"Bull shark, 3.5 m",Aug,Surfing,bull shark
25-Aug-2,2016.0,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",wading,Minor injury to ankle,N,,Aug,wading,unknown
7-Aug-2,2016.0,Unprovoked,BAHAMAS,New Providence Island,Nassau,snorkeling,Lacerations to left leg,N,,Aug,snorkeling,unknown
-Aug-2,2016.0,Unprovoked,USA,Hawaii,Maui,sup foil boarding,"No inury, shark & board collided",N,"Tiger shark, 10' ",Aug,sup foil boarding,tiger shark
4-Aug-2,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Big toe bitten,N,Blacktip shark,Aug,Surfing,blacktip shark
29-Jul-2,2016.0,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,swimming,Lacerations to right hand,N,Blue shark,Jul,Swiming,blue shark
28-Jul-2,2016.0,Unprovoked,CHINA,Hong Kong,,swimming,Lacerations to leg,N,,Jul,Swiming,unknown
28-Jul-2,2016.0,Boating,AUSTRALIA,Western Australia,Near Albany,kayaking,"No injury, shark nudged kayak repeatedly",N,White shark,Jul,kayaking,white shark
27-Jul-2,2016.0,Provoked,USA,Florida,"Florida Keys, Monroe County",lobstering,Laceration to left forearm PROVOKED INCIDENT,N,"Nurse shark, 4'",Jul,lobstering,"nurse shark, 4'"
26-Jul-2,2016.0,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",surfing,"No injury. Leg rope severed, knocked off board by shark",N,,Jul,Surfing,unknown
24-Jul-2,2016.0,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,surfing,Lacerations to left leg,N,,Jul,Surfing,unknown
23-Jul-2,2016.0,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,surfing,Calf bumped but no injury,N,,Jul,Surfing,unknown
23-Jul-2,2016.0,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,spearfishing,Lacerations to face and right leg,N,"Bull shark, 6'",Jul,Fishing,bull shark
20-Jul-2,2016.0,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",fishing,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,"reef shark, 1m",Jul,Fishing,"reef shark, 1m"
7-Jul-2,2016.0,Boating,USA,Alabama,8 miles off Mobile,fishing in alabama deep fishing rodeo,"No injury, shark bit trolling motor",N,"Tiger shark, 10' ",Jul,Fishing,tiger shark
-Jul-2,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Minor injury to leg,N,,Jul,Surfing,unknown
-Jul-2,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",,Minor injury to toes,N,,Jul,Fishing,unknown
5-Jul-2,2016.0,Unprovoked,USA,California,"Surfside, Orange County",kite surfing,"No injury, board damaged",N,"White shark, 10' to 12'",Jul,Surfing,white shark
5-Jul-2,2016.0,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",swimming,Puncture wounds to foot,N,,Jul,Swiming,unknown
4-Jul-2,2016.0,Unprovoked,BAHAMAS,,Tiger Beach,scuba diving,Face bruised when partly blind shark collided with him,N,"Lemon shark, 9'",Jul,Diving,lemon shark
8-Jul-2,2016.0,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",wading,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,Angel shark,Jul,wading,angel shark
8-Jul-2,2016.0,Boating,USA,California,"Capitola, Santa Cruz County",fishing for squid,"No injury. Hull bitten, tooth fragment recovered",N,White shark,Jul,Fishing,white shark
7-Jul-2,2016.0,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",fishing,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,dogfish shark,Jul,Fishing,dogfish shark
7-Jul-2,2016.0,Boating,USA,California,"Off Palos Verdes peninsula, Los Angeles County",fishing for sharks,"No injury. Hull bitten, tooth fragment recovered",N,White shark,Jul,Fishing,white shark
-Jul-2,2016.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",swimming,"Buttocks, thigh, left hand & wrist injured",N,,Jul,Swiming,unknown
4-Jul-2,2016.0,Provoked,AUSTRALIA,Queensland,Palm Cove ,fishing,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,Tawny nurse shark,Jul,Fishing,tawny nurse shark
27-Jun-2,2016.0,Unprovoked,USA,South Carolina,Sullivan's Island,,Minor injury,N,3' to 4' shark,Jun,Fishing,3' to 4' shark
25-Jun-2,2016.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",surfing,Foot injured,N,,Jun,Surfing,unknown
24-Jun-2,2016.0,Unprovoked,COLUMBIA,Isla Provedencia,,scuba diving,Severe bite to right hand,N,"Caribbean reef shark, 4.5'",Jun,Diving,"caribbean reef shark, 4.5'"
23-Jun-2,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,spearfishing,Injuries to left leg & right hand,N,White shark,Jun,Fishing,white shark
21-Jun-2,2016.0,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",floating,Lacerations and punctures to foot,N,3' to 5' shark,Jun,floating,3' to 5' shark
21-Jun-2,2016.0,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",wading,Injuries to right calf,N,,Jun,wading,unknown
5-Jun-2,2016.0,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",surfing,Single puncture wound to arm,N,3' to 4' shark,Jun,Surfing,3' to 4' shark
5-Jun-2,2016.0,Provoked,AUSTRALIA,Western Australia,Coral Bay,spearfishing,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,N,5' shark,Jun,Fishing,5' shark
4-Jun-2,2016.0,Unprovoked,USA,Texas,"Pirates Beach, Galveston",floating in tube,Injury to lower leg,N,3' to 4' shark,Jun,floating in tube,3' to 4' shark
-Jun-2,2016.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",standing,Laceration to wrist,N,3' shark,Jun,standing,3' shark
7-Jun-2,2016.0,Invalid,USA,South Carolina,"Folly Beach, Charleston County",surfing,"No injury, board damaged",UNKNOWN,Said to involve an 8' shark but more likely damage caused by debris,Jun,Surfing,said to involve an 8' shark but more likely damage caused by debris
5-Jun-2,2016.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",swimming,Leg bitten,N,,Jun,Swiming,unknown
5-Jun-2,2016.0,Unprovoked,AUSTRALIA,Western Australia,Mindarie,diving,FATAL,Y,3+ m shark,Jun,Diving,3+ m shark
4-Jun-2,2016.0,Unprovoked,EGYPT,Suez,Ain Sokhna,swimming,"Leg severely bitten, surgically amputated",N,Mako shark,Jun,Swiming,mako shark
2-Jun-2,2016.0,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,spearfishing,"No injury, but sharks repeatedly hit their fins and guns",UNKNOWN,Bronze whaler sharks x 3,Jun,Fishing,bronze whaler sharks x 3
2-Jun-2,2016.0,Unprovoked,NEW CALEDONIA,," C�te-Blanche, Noum�a ",kite surfing,Laceration to heel,N,3 m shark,Jun,Surfing,3 m shark
31-May-2,2016.0,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",surfing,FATAL,Y,White shark,May,Surfing,white shark
29-May-2,2016.0,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",swimming,Injuries to arm and shoulder,N,,May,Swiming,unknown
29-May-2,2016.0,Unprovoked,USA,Florida,"Neptune, Duval County",swimming,Injury to posterior right leg,N,5' shark,May,Swiming,5' shark
22-May-2,2016.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",swimming,Puncture wounds to thigh,N,,May,Swiming,unknown
21-May-2,2016.0,Unprovoked,USA,Florida,"St. Petersburg, Pinellas County",swimming,Lacerations and puncture wounds to foot and ankle,N,"Bull shark, 4' to 5'",May,Swiming,bull shark
21-May-2,2016.0,Unprovoked,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",swimming,"Back, arm & hand injured",N,,May,Swiming,unknown
8-May-2,2016.0,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",swimming,Ankle bitten,N,"Blacktip shark, 4'",May,Swiming,blacktip shark
5-May-2,2016.0,Provoked,USA,Florida,"Boca Raton, Palm Beach County",teasing a shark,Arm grabbed PROVOKED INCIDENT,N,"Nurse shark, 2'",May,teasing a shark,"nurse shark, 2'"
3-May-2,2016.0,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",floating,Minor lacerations to right shoulder,N,,May,floating,unknown
2-May-2,2016.0,Provoked,NEW ZEALAND,North Island,Cormandel,fishing,Foot bitten by landed shark PROVOKED INCIDENT,N,"Mako shark, 1.5 m [5'] ",May,Fishing,"mako shark, 1.5 m [5'] "
25-Apr-2,2016.0,Unprovoked,INDONESIA,Bali,Balian,surfing,Elbow bitten,N,"Bull shark, 6'",Apr,Surfing,bull shark
23-Apr-2,2016.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,Minor injury to left foot,N,,Apr,Surfing,unknown
22-Apr-2,2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",surf-skiing,"No injury, surf-ski bitten",N,White shark,Apr,Surfing,white shark
9-Apr-2,2016.0,Unprovoked,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",swimming,Minor puncture wound to foot,N,Wobbegong shark,Apr,Swiming,wobbegong shark
8-Apr-2,2016.0,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,spearfishing,Laceration to knee by speared shark PROVOKED INCIDENT,N,"Grey reef shark, 2 m",Apr,Fishing,grey shark
8-Apr-2,2016.0,Provoked,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,spearfishing,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",N,"Grey reef shark, 2 m",Apr,Fishing,grey shark
3-Apr-2,2016.0,Unprovoked,USA,Florida,"Off Singer Island, Palm Beach County",spearfishing,Multiple bites to right arm,N,"Bull shark, 7'",Apr,Fishing,bull shark
9-Apr-2,2016.0,Unprovoked,NEW CALEDONIA,Grand Terre,Poe Beach,walking,FATAL,Y,"Tiger shark, 2.5 m",Apr,walking,tiger shark
8-Apr-2,2016.0,Invalid,CAPE VERDE,Boa Vista Island,,,"""Serious""",UNKNOWN,Shark involvement not confirmed,Apr,Fishing,shark involvement not confirmed
7-Apr-2,2016.0,Unprovoked,USA,Florida,"Florida Keys, Monroe County",fishing,Left hand bitten,N,5' to 6' shark,Apr,Fishing,5' to 6' shark
7-Apr-2,2016.0,Invalid,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",sup,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,UNKNOWN,,Apr,sup,unknown
31-Mar-2,2016.0,Unprovoked,USA,Hawaii,"Olowalu, Maui",snorkeling,Minor injury to left foot,N,,Mar,snorkeling,unknown
30-Mar-2,2016.0,Unprovoked,AUSTRALIA,New South Wales,Bombo Beach,surfing,Severe injury to thigh,N,,Mar,Surfing,unknown
28-Mar-2,2016.0,Unprovoked,USA,Florida,"Fort Myers Beach, Lee County",,Minor injury to arm. Possibly caused by smalll nurse shark,UNKNOWN,Shark involvement not confirmed,Mar,Fishing,shark involvement not confirmed
28-Mar-2,2016.0,Unprovoked,AUSTRALIA,New South Wales,North Cronulla Beach,surfing,"No injury, board dented",N,,Mar,Surfing,unknown
26-Mar-2,2016.0,Provoked,BAHAMAS,,,,Minor injury to chest PROVOKED INCIDENT,N,"Nurse shark, 2.5-ft",Mar,Fishing,"nurse shark, 2.5-ft"
3-Mar-2,2016.0,Invalid,USA,California,"Bolsa Chica State Park, Orange County",surfing,Board reportedly bumped by shark. No injury,UNKNOWN,Shark involvement not confirmed,Mar,Surfing,shark involvement not confirmed
